name;reference#;supplier_reference#;cost_price;price_tax_excluded;label_in_stock;quantity;img_url;features;active;description;available_for_order;category
CORSAIR Value Select - DDR3L - 4 GB - SO-DIMM 204-pin;CMSO4GX3M1C1600C11;3780303;78.99;88.47;In Stock;100;https://webobjects2.cdw.com/is/image/CDW/3780303?$product_search_result$;Brand:CORSAIR:::Header, Compatibility:PC:::Header, Manufacturer:Corsair:::Header, Packaged Quantity:1:::Header, Product Line:CORSAIR Value Select:::Header, CAS Latency:CL11:::RAM, Data Integrity Check:Non-ECC:::RAM, Form Factor:SO-DIMM 204-pin:::RAM, Latency Timings:11-11-11-28:::RAM, Memory Specification Compliance:PC3-12800:::RAM, Memory Speed:1600 MHz:::RAM, RAM Features:Low Voltage:::RAM, Registered or Buffered:Unbuffered:::RAM, Storage Capacity:4 GB:::RAM, Supply Voltage:1.35 V:::RAM, Technology:DDR3L SDRAM:::RAM, Type:DRAM:::RAM, Upgrade Type:Generic:::RAM, Type:Limited lifetime warranty:::Service & Support, ;1;ValueSelect memory is tested to Corsair's tough standards and is stable, reliable, and compatible with virtually all major notebook and netbook PCs.;1;Home/Computer Accessories/System Memory (RAM)
Crucial - DDR3 - 16 GB: 2 x 8 GB - SO-DIMM 204-pin;CT2K8G3S160BM;2861580;239.99;268.79;In Stock;100;https://webobjects2.cdw.com/is/image/CDW/2861580?$product_search_result$;Capacity of Module in Kit:8 GB:::Memory Module, Modules in Kit:2:::Memory Module, Type:Limited lifetime warranty:::Service & Support, Brand:Crucial:::Header, Compatibility:Mac:::Header, Manufacturer:Crucial Technology:::Header, Packaged Quantity:1:::Header, Product Line:Crucial:::Header, Color Category:Green:::Miscellaneous, CAS Latency:CL11:::RAM, Data Integrity Check:Non-ECC:::RAM, Form Factor:SO-DIMM 204-pin:::RAM, Memory Specification Compliance:PC3-12800:::RAM, Memory Speed:1600 MHz:::RAM, Registered or Buffered:Unbuffered:::RAM, Storage Capacity:16 GB:::RAM, Supply Voltage:1.35 / 1.5 V:::RAM, Technology:DDR3 SDRAM:::RAM, Type:DRAM:::RAM, Upgrade Type:System specific:::RAM, Form Factor:SO-DIMM 204-pin:::Slot Required, Total Qty:2:::Slot Required, Type:Memory:::Slot Required, ;1;Engineered to be compatible with your Apple system, Crucial Memory for Mac takes the guesswork out of a memory upgrade. Since Apple systems often have very specific memory requirements, including particular component densities, speeds, and SPD programming specifications, it's important to buy your memory from people who know Apple computers inside and out. With over a decade of experience manufacturing and developing memory for Apple systems, Crucial makes it easy to find memory that's been designed specifically for your system.If you're an Apple computer user, you probably expect intuitive, reliable performance from your system. Crucial thinks memory should work the same way, too. For each module it manufactures, Crucial sends it through a rigorous testing process to ensure that you're getting a reliable, high-performance memory solution. Every module that leaves the doors has been extensively tested at the component level for voltage and temperature resistances, signal integrity, and software compatibility. Even better, Crucial modules are lead and halogen-free (DDR3 modules only). The result? Reliable memory that meets or exceeds Apple's own memory requirements.Unsure how to install memory or have an important question about your Apple system? Let the team of experts help! With a tech-savvy team that's well-versed in Apple systems, Crucial will provide the technical support you need - no matter how old your Mac computer gets. From phone support, videos, FAQ articles, and do-it-yourself guides, Crucial has got the resources you need to keep your system up to speed.Crucial is a trusted name when it comes to DRAM, and that's no coincidence. As a brand of Micron, one of the largest manufacturers of DRAM in the world, Crucial works with its engineers to design, refine, test, manufacture, and support an extensive line of memory modules. With a product portfolio that includes more than 250,000 different DRAM upgrades for more than 50,000 systems, Crucial has got one specifically designed for your Mac system. For more than a decade Crucial has kept Mac computer owners happy with high-performance memory and outstanding customer service. No matter what type of Mac system you have, Crucial has got a compatible solution.;1;Home/Computer Accessories/System Memory (RAM)
Axiom AX - DDR4 - 32 GB - DIMM 288-pin;1XD86AA-AX;5085075;945.99;1059.51;In Stock;0;https://webobjects2.cdw.com/is/image/CDW/5085075?$product_search_result$;Brand:Axiom:::Header, Manufacturer:Axiom:::Header, Model:AX:::Header, Packaged Quantity:1:::Header, Product Line:Axiom:::Header, Compliant Standards:RoHS:::Miscellaneous, OEM Manufacturer Equivalent Part Number:HP 1XD86AA:::Miscellaneous, CAS Latency:CL19:::RAM, Chips Organization:2048 x 4:::RAM, Data Integrity Check:ECC:::RAM, Form Factor:DIMM 288-pin:::RAM, Memory Specification Compliance:PC4-21300:::RAM, Memory Speed:2666 MHz:::RAM, Module Configuration:4096 x 72:::RAM, Registered or Buffered:Registered:::RAM, Storage Capacity:32 GB:::RAM, Supply Voltage:1.2 V:::RAM, Technology:DDR4 SDRAM:::RAM, Type:DRAM:::RAM, Upgrade Type:System specific:::RAM, Type:Limited lifetime warranty:::Service & Support, ;0;Axiom offers the most extensive line of memory solutions today. With decades of experience specializing in memory, Axiom is a proven manufacturer to the semiconductor industry. Great products combined with the world class service and support have helped Axiom to where they are today. When you have an Axiom memory module, you can count on it being the best available memory for your system.;0;Home/Computer Accessories/System Memory (RAM)
Kingston - DDR3 - 4 GB - SO-DIMM 204-pin;KCP313SS8/4;4002777;77.99;87.35;In Stock;100;https://webobjects2.cdw.com/is/image/CDW/4002777?$product_search_result$;Brand:Kingston:::Header, Compatibility:PC:::Header, Manufacturer:Kingston Technology:::Header, Packaged Quantity:1:::Header, Product Line:Kingston:::Header, Color Category:Green:::Miscellaneous, CAS Latency:CL9:::RAM, Data Integrity Check:Non-ECC:::RAM, Form Factor:SO-DIMM 204-pin:::RAM, Lead Plating:Gold:::RAM, Memory Specification Compliance:PC3-10600:::RAM, Memory Speed:1333 MHz:::RAM, Module Configuration:512 x 64:::RAM, RAM Features:Single rank:::RAM, Registered or Buffered:Unbuffered:::RAM, Storage Capacity:4 GB:::RAM, Supply Voltage:1.5 V:::RAM, Technology:DDR3 SDRAM:::RAM, Type:DRAM:::RAM, Upgrade Type:Generic:::RAM, Regional Exceptions:Russia - 10 years:::Service & Support, Type:Limited lifetime warranty:::Service & Support, ;1;;1;Home/Computer Accessories/System Memory (RAM)
HyperX Impact - DDR4 - 16 GB - SO-DIMM 260-pin;HX421S13IB/16;4085257;303.99;340.47;In Stock;0;https://webobjects2.cdw.com/is/image/CDW/4085257?$product_search_result$;CAS Latency:CL13:::RAM Performance, Latency Timing:13-13-13:::RAM Performance, Profile:SPD:::RAM Performance, Speed:2133 MHz:::RAM Performance, Voltage:1.2 V:::RAM Performance, Profile:Intel Extreme Memory Profiles (XMP 2.0):::RAM Performance, Regional Exceptions:Russia - 10 years:::Service & Support, Type:Limited lifetime warranty:::Service & Support, Brand:HyperX:::Header, Compatibility:PC:::Header, Manufacturer:Kingston ValueRam:::Header, Packaged Quantity:1:::Header, Product Line:HyperX Impact:::Header, Color Category:Black:::Miscellaneous, CAS Latency:CL13:::RAM, Chips Organization:1024 x 8:::RAM, Data Integrity Check:Non-ECC:::RAM, Form Factor:SO-DIMM 260-pin:::RAM, Latency Timings:13-13-13:::RAM, Memory Specification Compliance:PC4-17000:::RAM, Memory Speed:2133 MHz:::RAM, Module Configuration:2048 x 64:::RAM, Module Height (inch):1.18:::RAM, RAM Features:Black PCB, Dual rank, Intel Extreme Memory Profiles (XMP 2.0), On-Die Termination (ODT), Sixteen banks:::RAM, Registered or Buffered:Unbuffered:::RAM, Storage Capacity:16 GB:::RAM, Supply Voltage:1.2 V:::RAM, Technology:DDR4 SDRAM:::RAM, Type:DRAM:::RAM, Upgrade Type:Generic:::RAM, ;0;;0;Home/Computer Accessories/System Memory (RAM)
HP - DDR3L - 8 GB - SO-DIMM 204-pin;H6Y77UT#ABA;3128650;249.99;279.99;In Stock;100;https://webobjects2.cdw.com/is/image/CDW/3128650?$product_search_result$;Compatible With:HP 250 G5, HP Chromebook x360 11 G1, HP EliteBook 2170p, HP EliteBook 2560p, HP EliteBook 2760p, HP EliteBook 725 G2, HP EliteBook 745 G2, HP EliteBook 755 G2, HP EliteBook 820 G1, HP EliteBook 820 G2, HP EliteBook 840 G1, HP EliteBook 840 G2, HP EliteBook 8460p, HP EliteBook 8470p, HP EliteBook 850 G1, HP EliteBook 850 G2, HP EliteBook 8560p, HP EliteBook 8570p, HP EliteBook Folio 1020 G1, HP EliteBook Folio 9470m, HP EliteBook Mobile Workstation 8460w, HP EliteBook Mobile Workstation 8470w, HP EliteBook Mobile Workstation 8560w, HP EliteBook Mobile Workstation 8570w, HP EliteBook Mobile Workstation 8760w, HP EliteBook Mobile Workstation 8770w, HP EliteBook Revolve 810 G1 Tablet, HP Mobile Thin Client 6360t, HP ProBook 430 G1, HP ProBook 430 G3, HP ProBook 440 G3, HP ProBook 450 G0, HP ProBook 450 G1, HP ProBook 450 G3, HP ProBook 455 G1, HP ProBook 455 G3, HP ProBook 470 G0, HP ProBook 470 G1, HP ProBook 470 G3, HP ProBook 6360b, HP ProBook 640 G1, HP ProBook 645 G1, HP ProBook 645 G2, HP ProBook 6460b, HP ProBook 6465b, HP ProBook 6470b, HP ProBook 6475b, HP ProBook 650 G1, HP ProBook 655 G1, HP ProBook 6560b, HP ProBook 6565b, HP ProBook 6570b, HP x360 310 G1, HP ZBook 15 Mobile Workstation, HP ZBook 15u G2 Mobile Workstation, HP ZBook 17 Mobile Workstation:::Miscellaneous (CDW), Brand:HP:::Header, Compatibility:PC:::Header, Country Kits:United States:::Header, Localization:English:::Header, Manufacturer:Hewlett-Packard Laptops:::Header, Packaged Quantity:1:::Header, Product Line:HP:::Header, OEM Manufacturer Equivalent Part Number:HP H6Y77UT:::Miscellaneous, Data Integrity Check:Non-ECC:::RAM, Form Factor:SO-DIMM 204-pin:::RAM, Memory Specification Compliance:PC3-12800:::RAM, Memory Speed:1600 MHz:::RAM, RAM Features:Low Voltage:::RAM, Registered or Buffered:Unbuffered:::RAM, Storage Capacity:8 GB:::RAM, Supply Voltage:1.35 V:::RAM, Technology:DDR3L SDRAM:::RAM, Type:DRAM:::RAM, Upgrade Type:System specific:::RAM, ;1;Optimize your HP Business Notebook performance and realize energy savings with the new low-power HP 8 GB DDR3L 1600 MHz 1.35V SODIMM memory.;1;Home/Computer Accessories/System Memory (RAM)
Kingston DataTraveler G4 - USB flash drive - 8 GB;DTIG4/8GB;3174718;9.99;11.19;In Stock;100;https://webobjects2.cdw.com/is/image/CDW/3174718?$product_search_result$;Type:5 years warranty:::Service & Support, Max Operating Temperature:60 °C:::Environmental Parameters, Min Operating Temperature:0 °C:::Environmental Parameters, Compatibility:Non-specific:::Flash Memory, Features:Key ring loop:::Flash Memory, Interface Type:USB 3.0:::Flash Memory, Product Type:USB flash drive:::Flash Memory, Storage Capacity:8 GB:::Flash Memory, Brand:Kingston:::Header, Compatibility:Mac, PC:::Header, Manufacturer:Kingston Storage:::Header, Model:G4:::Header, Packaged Quantity:1:::Header, Product Line:Kingston DataTraveler:::Header, Color:Yellow:::Miscellaneous, Color Category:White, Yellow:::Miscellaneous, Support Details Full Contract Period:5 years:::Service, Support Details Type:Limited warranty:::Service, Min Operating System:Apple MacOS X 10.6 or later, Linux 2.6.x or later, Microsoft Windows 7, Microsoft Windows Vista, Microsoft Windows XP, Windows 8, Windows 8.1:::System Requirements, Depth:10.1 mm:::Dimensions & Weight, Height:21 mm:::Dimensions & Weight, Width:55 mm:::Dimensions & Weight, ;1;Kingston's DataTraveler Generation 4 (DTIG4) USB Flash drive features USB 3.0 for quick and easy transfers of music, video and more. Its practical design and fashionable colors make it ideal for everyday use at work, home, school or wherever you need to take your data.It's backwards compatible with existing USB 2.0 ports, allowing 2.0 users to migrate to 3.0 in the future without replacing their drive.;1;Home/Computer Accessories/Flash Memory
Texas Instruments TI-84 Plus - graphing calculator;84PL/TBL/2L1;3522246;158.99;178.07;In Stock;100;https://webobjects2.cdw.com/is/image/CDW/3522246?$product_search_result$;Form Factor:AAA type:::Battery, Required Qty:4:::Battery, Brand:Texas Instruments:::Header, Manufacturer:Texas Instruments:::Header, Model:TI-84 Plus:::Header, Packaged Quantity:1:::Header, Product Line:Texas Instruments:::Header, Included Accessories:Hard case, Unit-to-unit USB cable:::Miscellaneous, Type:Cabri Jr., Conic Graphing, Inequality Graphing, Learning Check, Probability Simulation, Science Tools, StudyCards, Topics in Algebra 1, Transformation Graphing App, Vernier EasyData:::Software, Basic Functions:Addition, Division, Multiplication, Subtraction:::Calculator, Financial Functions:Amortization, Cash flow, Time Value of Money (TVM):::Calculator, Graphing Functions:Box and whisker plot, Cobweb plot, Conic, Histogram, Inequality plot, Line plot, Normal probability, Parametric plot, Phase plot, Polar, Rectangular, Scatter plot, Sequence, Stairstep plot, Statistical plot, Transformation, Zoom:::Calculator, Scientific Functions:Advanced statistical calculations, Confidence intervals, Cubic polynomial regression, Derivatives, Exponential regression, Hypothesis testing, Integral, Internal precision (14 digits), Inverse matrix, Linear regression, Logarithmic regression, Logistic regression, Matrix, Matrix to list conversion, Median-median regression, Power regression, Power root, Quadratic polynomial regression, Quartic polynomial regression, Sinusoidal regression, Statistical analysis, Statistics, Variables:::Calculator, Characters Line Qty:16 characters:::Display, Digits Qty:10:::Display, Exponents Qty:2:::Display, Features:Split screen:::Display, Line Qty:8 lines:::Display, Technology:LCD:::Display, Installed Size:480 KB:::Flash Memory, Features:Clock, Programmable:::General, PC Interface:USB:::General, Product Type:Graphing calculator:::General, Type:Battery, Memory backup battery:::Power Device, Installed Size:24 KB:::RAM, Warranty:1 year:::Warranty, ;1;The TI-84 Plus graphing calculator offers three times the memory, more than twice the speed and a higher contrast screen than the TI-83 Plus model. It's keystroke-for-keystroke compatible, too.Count on TI calculators at exam time. You can use this TI graphing calculator on the PSAT, SAT, and ACT college entrance exams and AP tests and the IB exam.;1;Home/Computer Accessories/Calculators & Accessories
Casio FX-300ES Plus - scientific calculator;FX-300ESPLUS;5020144;22.99;25.75;In Stock;100;https://webobjects2.cdw.com/is/image/CDW/5020144?$product_search_result$;Brand:Casio:::Header, Manufacturer:Casio:::Header, Model:FX-300ES Plus:::Header, Packaged Quantity:1:::Header, Product Line:Casio:::Header, Included Accessories:Hard case:::Miscellaneous, Depth:162 mm:::Dimensions & Weight, Height:11.2 mm:::Dimensions & Weight, Weight:95 g:::Dimensions & Weight, Width:80 mm:::Dimensions & Weight, Basic Functions:Addition, Clear, Division, Multiplication, Subtraction:::Calculator, Scientific Functions:Angle conversion, Coordinate conversion, Decimal, Degree, Exponent, Exponential regression, Factorial, Factorization, Fraction, Gradian, Greatest common divisor, Hyperbolic, Inverse logarithm, Inverse regression, Inverse trigonometry, Least common multiple, Linear regression, Logarithm, Logarithmic regression, Mean, Parenthesis, Pi, Power regression, Power root, Quadratic regression, Radian, Random number, Scientific notation, Standard deviation, Statistics, Sum, Trigonometry, Unit conversion, Variables:::Calculator, Digits Qty:10:::Display, Exponents Qty:2:::Display, Features:Textbook mode:::Display, Line Qty:2 lines:::Display, Technology:LCD:::Display, Features:9 memory registers, Auto power off, Independent memory, Visually Perfect Algebraic Method (VPAM) input mode:::General, Product Type:Scientific calculator:::General, Type:Battery, Solar panel:::Power Device, ;1;Casio's standard scientific calculator features natural textbook display and improved math functionality. FX-300ES PLUS has been designed as the perfect choice for middle school through high school students learning General Math, Trigonometry, Statistics, Algebra I and II, Pre-Algebra, Geometry, Physics.;1;Home/Computer Accessories/Calculators & Accessories
AddOn Cisco GLC-T Compatible SFP Transceiver - SFP (mini-GBIC) transceiver ;GLC-T-AO;2132471;88.99;99.67;In Stock;100;https://webobjects2.cdw.com/is/image/CDW/2132471?$product_search_result$;Left Connector Type:RJ-45:::Connectors (for SD), Type:None:::Power Device, Brand:AddOn:::Header, Compatibility:PC:::Header, Manufacturer:ADDON:::Header, Model:Cisco GLC-T Compatible SFP Transceiver:::Header, Packaged Quantity:1:::Header, Product Line:AddOn:::Header, Connector Type:RJ-45:::Interface Provided, Qty:1:::Interface Provided, Type:Ethernet 1000Base-T:::Interface Provided, Type:None:::Interface Required, Cabling Type:Ethernet 1000Base-T:::Networking, Connectivity Technology:Wired:::Networking, Data Link Protocol:Gigabit Ethernet:::Networking, Data Transfer Rate:1 Gbps:::Networking, Form Factor:Plug-in module:::Networking, Type:SFP (mini-GBIC) transceiver module:::Networking, Total Qty:1:::Slot Required, Type:SFP (mini-GBIC):::Slot Required, ;1;This Cisco GLC-T compatible SFP transceiver provides 10/100/1000Base-TX throughput up to 100m over FALSE using a RJ-45 connector. It is guaranteed to be 100% compatible with the equivalent Cisco transceiver. This easy to install, hot swappable transceiver has been programmed, uniquely serialized and data-traffic and application tested to ensure that it will initialize and perform identically. It is built to meet or exceed the specifications of Cisco, as well as to comply with MSA (Multi-Source Agreement) standards to ensure seamless network integration. All of our transceivers are Trade Agreements Act (TAA) compliant. We stand behind the quality of our products and proudly offer a limited lifetime warranty.;1;Home/Computer Accessories/Network Device Memory
